packageId,bucket,cost,bestObserved,firstObserved,endDate,eventSlug,asset,source,gateOk,availableSize,minShares,payoutMultiple
what-price-will-bitcoin-hit-before-2027::YES-701495+NO-701494,1.02-1.05,1.04,2026-06-16T22:34:47.194000Z,2026-06-16T22:34:47.194000Z,2027-01-01T05:00:00Z,what-price-will-bitcoin-hit-before-2027,BTC,middle_or_snapshot_audit,False,6270.0,11.55,
what-price-will-bitcoin-hit-before-2027::YES-701487+NO-701486,1.000-1.005,1.001,2026-06-16T22:34:51.159000Z,2026-06-16T22:34:51.159000Z,2027-01-01T05:00:00Z,what-price-will-bitcoin-hit-before-2027,BTC,middle_or_snapshot_audit,False,748.49,68.19,
what-price-will-bitcoin-hit-before-2027::YES-1057916+NO-1343228,1.005-1.02,1.015,2026-06-16T22:34:53.865000Z,2026-06-16T22:34:53.865000Z,2027-01-01T05:00:00Z,what-price-will-bitcoin-hit-before-2027,BTC,middle_or_snapshot_audit,False,352.7,36.599999999999994,
what-price-will-bitcoin-hit-before-2027::YES-701504+NO-1343228,1.05-1.10,1.064,2026-06-16T22:34:54.336000Z,2026-06-16T22:34:54.336000Z,2027-01-01T05:00:00Z,what-price-will-bitcoin-hit-before-2027,BTC,middle_or_snapshot_audit,False,182.94,16.68,
what-price-will-bitcoin-hit-before-2027::YES-1339769+NO-1343228,1.05-1.10,1.0939999999999999,2026-06-16T22:34:54.570000Z,2026-06-16T22:34:54.570000Z,2027-01-01T05:00:00Z,what-price-will-bitcoin-hit-before-2027,BTC,middle_or_snapshot_audit,False,101.85,12.51,
what-price-will-bitcoin-hit-before-2027::YES-701503+NO-1343228,1.10-1.16,1.154,2026-06-16T22:34:54.807000Z,2026-06-16T22:34:54.807000Z,2027-01-01T05:00:00Z,what-price-will-bitcoin-hit-before-2027,BTC,middle_or_snapshot_audit,False,125.97,8.34,
what-price-will-bitcoin-hit-before-2027::YES-701502+NO-1343228,1.25-2.00,1.3639999999999999,2026-06-16T22:34:55.275000Z,2026-06-16T22:34:55.275000Z,2027-01-01T05:00:00Z,what-price-will-bitcoin-hit-before-2027,BTC,middle_or_snapshot_audit,False,569.15,7.5,
what-price-will-bitcoin-hit-before-2027::YES-1057916+NO-1343220,1.005-1.02,1.006,2026-06-16T22:34:56.032000Z,2026-06-16T22:34:56.032000Z,2027-01-01T05:00:00Z,what-price-will-bitcoin-hit-before-2027,BTC,middle_or_snapshot_audit,False,352.7,36.599999999999994,
what-price-will-bitcoin-hit-before-2027::YES-1339769+NO-1343220,1.05-1.10,1.085,2026-06-16T22:34:56.032000Z,2026-06-16T22:34:56.032000Z,2027-01-01T05:00:00Z,what-price-will-bitcoin-hit-before-2027,BTC,middle_or_snapshot_audit,False,101.85,12.51,
what-price-will-bitcoin-hit-before-2027::YES-701502+NO-1343220,1.25-2.00,1.355,2026-06-16T22:34:56.032000Z,2026-06-16T22:34:56.032000Z,2027-01-01T05:00:00Z,what-price-will-bitcoin-hit-before-2027,BTC,middle_or_snapshot_audit,False,505.39,7.5,
what-price-will-bitcoin-hit-before-2027::YES-701503+NO-1343220,1.10-1.16,1.145,2026-06-16T22:34:56.032000Z,2026-06-16T22:34:56.032000Z,2027-01-01T05:00:00Z,what-price-will-bitcoin-hit-before-2027,BTC,middle_or_snapshot_audit,False,125.97,8.34,
what-price-will-bitcoin-hit-before-2027::YES-701504+NO-1343220,1.05-1.10,1.055,2026-06-16T22:34:56.032000Z,2026-06-16T22:34:56.032000Z,2027-01-01T05:00:00Z,what-price-will-bitcoin-hit-before-2027,BTC,middle_or_snapshot_audit,False,182.94,16.68,
what-price-will-bitcoin-hit-before-2027::YES-1339769+NO-1057916,1.05-1.10,1.08,2026-06-16T22:34:56.293000Z,2026-06-16T22:34:56.293000Z,2027-01-01T05:00:00Z,what-price-will-bitcoin-hit-before-2027,BTC,middle_or_snapshot_audit,False,101.85,12.51,
what-price-will-bitcoin-hit-before-2027::YES-701502+NO-1057916,1.25-2.00,1.35,2026-06-16T22:34:56.293000Z,2026-06-16T22:34:56.293000Z,2027-01-01T05:00:00Z,what-price-will-bitcoin-hit-before-2027,BTC,middle_or_snapshot_audit,False,569.15,7.5,
what-price-will-bitcoin-hit-before-2027::YES-701503+NO-1057916,1.10-1.16,1.14,2026-06-16T22:34:56.293000Z,2026-06-16T22:34:56.293000Z,2027-01-01T05:00:00Z,what-price-will-bitcoin-hit-before-2027,BTC,middle_or_snapshot_audit,False,125.97,8.34,
what-price-will-bitcoin-hit-before-2027::YES-701504+NO-1057916,1.05-1.10,1.05,2026-06-16T22:34:56.293000Z,2026-06-16T22:34:56.293000Z,2027-01-01T05:00:00Z,what-price-will-bitcoin-hit-before-2027,BTC,middle_or_snapshot_audit,False,182.94,16.68,
what-price-will-bitcoin-hit-before-2027::YES-1339769+NO-1343219,1.05-1.10,1.06,2026-06-16T22:34:56.545000Z,2026-06-16T22:34:56.545000Z,2027-01-01T05:00:00Z,what-price-will-bitcoin-hit-before-2027,BTC,middle_or_snapshot_audit,False,101.85,12.51,
what-price-will-bitcoin-hit-before-2027::YES-701504+NO-1343219,1.02-1.05,1.03,2026-06-16T22:34:56.545000Z,2026-06-16T22:34:56.545000Z,2027-01-01T05:00:00Z,what-price-will-bitcoin-hit-before-2027,BTC,middle_or_snapshot_audit,False,182.94,16.68,
what-price-will-bitcoin-hit-before-2027::YES-701502+NO-1343219,1.25-2.00,1.33,2026-06-16T22:34:56.546000Z,2026-06-16T22:34:56.546000Z,2027-01-01T05:00:00Z,what-price-will-bitcoin-hit-before-2027,BTC,middle_or_snapshot_audit,False,569.15,7.5,
what-price-will-bitcoin-hit-before-2027::YES-701503+NO-1343219,1.10-1.16,1.1199999999999999,2026-06-16T22:34:56.546000Z,2026-06-16T22:34:56.546000Z,2027-01-01T05:00:00Z,what-price-will-bitcoin-hit-before-2027,BTC,middle_or_snapshot_audit,False,125.97,8.34,
what-price-will-ethereum-hit-before-2027::YES-701541+NO-701540,1.005-1.02,1.007,2026-06-16T22:35:02.314000Z,2026-06-16T22:35:02.314000Z,2027-01-01T05:00:00Z,what-price-will-ethereum-hit-before-2027,ETH,middle_or_snapshot_audit,False,674.05,55.56,
mlb-cws-nyy-2026-06-16::YES-2555928+NO-2559066,1.10-1.16,1.1099999999999999,2026-06-16T22:35:02.609000Z,2026-06-16T22:35:02.609000Z,2026-06-16T23:05:00Z,mlb-cws-nyy-2026-06-16,MLB,middle_or_snapshot_audit,False,8145.0,10.0,1
mlb-mia-phi-2026-06-16::YES-2558788+NO-2558790,1.16-1.25,1.19,2026-06-16T22:35:03.752000Z,2026-06-16T22:35:03.752000Z,2026-06-16T22:40:00Z,mlb-mia-phi-2026-06-16,MLB,middle_or_snapshot_audit,False,347.0,10.0,1
fifwc-irq-nor-2026-06-16-more-markets::YES-2326658+NO-2326662,1.25-2.00,1.82,2026-06-16T22:35:16.283000Z,2026-06-16T22:35:16.283000Z,2026-06-16T22:00:00Z,fifwc-irq-nor-2026-06-16-more-markets,SOCCER,middle_or_snapshot_audit,False,8.09,10.0,2
mlb-sd-stl-2026-06-16::YES-2559120+NO-2559121,1.05-1.10,1.08,2026-06-16T22:35:16.505000Z,2026-06-16T22:35:16.505000Z,2026-06-16T23:45:00Z,mlb-sd-stl-2026-06-16,MLB,middle_or_snapshot_audit,False,425.0,10.0,1
mlb-sd-stl-2026-06-16::YES-2559113+NO-2559111,1.16-1.25,1.19,2026-06-16T22:35:24.279000Z,2026-06-16T22:35:24.279000Z,2026-06-16T23:45:00Z,mlb-sd-stl-2026-06-16,MLB,middle_or_snapshot_audit,False,6282.46,10.0,1
fifwc-irq-nor-2026-06-16-more-markets::YES-2482134+NO-2482135,1.25-2.00,1.27,2026-06-16T22:35:25.764000Z,2026-06-16T22:35:25.764000Z,2026-06-16T22:00:00Z,fifwc-irq-nor-2026-06-16-more-markets,SOCCER,middle_or_snapshot_audit,False,10.0,10.0,2
mlb-kc-wsh-2026-06-16::YES-2555913+NO-2558802,1.16-1.25,1.24,2026-06-16T22:35:31.242000Z,2026-06-16T22:35:31.242000Z,2026-06-16T22:45:00Z,mlb-kc-wsh-2026-06-16,MLB,middle_or_snapshot_audit,False,255.0,10.0,1
mlb-mia-phi-2026-06-16::YES-2558788+NO-2558791,1.25-2.00,1.3900000000000001,2026-06-16T22:35:43.655000Z,2026-06-16T22:35:43.655000Z,2026-06-16T22:40:00Z,mlb-mia-phi-2026-06-16,MLB,middle_or_snapshot_audit,False,347.0,10.0,1
mlb-kc-wsh-2026-06-16::YES-2555914+NO-2558808,1.16-1.25,1.17,2026-06-16T22:35:49.151000Z,2026-06-16T22:35:49.151000Z,2026-06-16T22:45:00Z,mlb-kc-wsh-2026-06-16,MLB,middle_or_snapshot_audit,False,491.0,10.0,2
fifwc-irq-nor-2026-06-16-more-markets::YES-2326658+NO-2497439,1.25-2.00,1.888,2026-06-16T22:35:50.277000Z,2026-06-16T22:35:50.277000Z,2026-06-16T22:00:00Z,fifwc-irq-nor-2026-06-16-more-markets,SOCCER,middle_or_snapshot_audit,False,288.0,10.0,2
mlb-tor-bos-2026-06-16::YES-2558795+NO-2558797,1.16-1.25,1.21,2026-06-16T22:35:50.397000Z,2026-06-16T22:35:50.397000Z,2026-06-16T22:45:00Z,mlb-tor-bos-2026-06-16,MLB,middle_or_snapshot_audit,False,34.76,10.0,1
mlb-sd-stl-2026-06-16::YES-2555974+NO-2559121,1.16-1.25,1.19,2026-06-16T22:35:51.345000Z,2026-06-16T22:35:51.345000Z,2026-06-16T23:45:00Z,mlb-sd-stl-2026-06-16,MLB,middle_or_snapshot_audit,False,425.0,10.0,1
fifwc-irq-nor-2026-06-16-more-markets::YES-2326658+NO-2497438,1.25-2.00,1.889,2026-06-16T22:36:25.298000Z,2026-06-16T22:36:25.298000Z,2026-06-16T22:00:00Z,fifwc-irq-nor-2026-06-16-more-markets,SOCCER,middle_or_snapshot_audit,False,3314.0,10.0,2
mlb-tor-bos-2026-06-16::YES-2560601+NO-2560600,1.10-1.16,1.1,2026-06-16T22:36:33.881000Z,2026-06-16T22:36:33.881000Z,2026-06-16T22:45:00Z,mlb-tor-bos-2026-06-16,MLB,middle_or_snapshot_audit,False,762.25,10.0,1
mlb-tor-bos-2026-06-16::YES-2560602+NO-2560600,1.16-1.25,1.18,2026-06-16T22:36:33.881000Z,2026-06-16T22:36:33.881000Z,2026-06-16T22:45:00Z,mlb-tor-bos-2026-06-16,MLB,middle_or_snapshot_audit,False,762.25,10.0,1
mlb-tor-bos-2026-06-16::YES-2558795+NO-2557176,1.25-2.00,1.3399999999999999,2026-06-16T22:36:35.427000Z,2026-06-16T22:36:35.427000Z,2026-06-16T22:45:00Z,mlb-tor-bos-2026-06-16,MLB,middle_or_snapshot_audit,False,192.23,10.0,2
mlb-mia-phi-2026-06-16::YES-2555898+NO-2558787,1.25-2.00,1.29,2026-06-16T22:36:40.976000Z,2026-06-16T22:36:40.976000Z,2026-06-16T22:40:00Z,mlb-mia-phi-2026-06-16,MLB,middle_or_snapshot_audit,False,1006.21,10.0,1
mlb-mia-phi-2026-06-16::YES-2558783+NO-2558787,1.16-1.25,1.18,2026-06-16T22:36:40.976000Z,2026-06-16T22:36:40.976000Z,2026-06-16T22:40:00Z,mlb-mia-phi-2026-06-16,MLB,middle_or_snapshot_audit,False,1006.21,10.0,1
mlb-bal-sea-2026-06-16::YES-2559948+NO-2560624,1.16-1.25,1.22,2026-06-16T22:36:43.995000Z,2026-06-16T22:36:43.995000Z,2026-06-17T01:40:00Z,mlb-bal-sea-2026-06-16,MLB,middle_or_snapshot_audit,False,5.0,10.0,1
mlb-kc-wsh-2026-06-16::YES-2558801+NO-2558802,1.10-1.16,1.15,2026-06-16T22:36:45.911000Z,2026-06-16T22:36:45.911000Z,2026-06-16T22:45:00Z,mlb-kc-wsh-2026-06-16,MLB,middle_or_snapshot_audit,False,255.0,10.0,1
mlb-nym-cin-2026-06-16::YES-2557178+NO-2559077,1.25-2.00,1.25,2026-06-16T22:37:02.898000Z,2026-06-16T22:37:02.898000Z,2026-06-16T23:10:00Z,mlb-nym-cin-2026-06-16,MLB,middle_or_snapshot_audit,False,1000.0,10.0,1
mlb-nym-cin-2026-06-16::YES-2559076+NO-2559077,1.16-1.25,1.16,2026-06-16T22:37:02.898000Z,2026-06-16T22:37:02.898000Z,2026-06-16T23:10:00Z,mlb-nym-cin-2026-06-16,MLB,middle_or_snapshot_audit,False,1000.0,10.0,1
mlb-sd-stl-2026-06-16::YES-2559119+NO-2559121,1.25-2.00,1.27,2026-06-16T22:37:39.158000Z,2026-06-16T22:35:16.505000Z,2026-06-16T23:45:00Z,mlb-sd-stl-2026-06-16,MLB,middle_or_snapshot_audit,False,5.0,10.0,1
mlb-mia-phi-2026-06-16::YES-2558783+NO-2558782,1.10-1.16,1.1,2026-06-16T22:37:39.323000Z,2026-06-16T22:37:15.080000Z,2026-06-16T22:40:00Z,mlb-mia-phi-2026-06-16,MLB,middle_or_snapshot_audit,False,278.0,10.0,1
mlb-laa-ari-2026-06-16::YES-2560606+NO-2556034,1.25-2.00,1.28,2026-06-16T22:37:47.095000Z,2026-06-16T22:36:00.403000Z,2026-06-17T01:40:00Z,mlb-laa-ari-2026-06-16,MLB,middle_or_snapshot_audit,False,25.0,10.0,2
mlb-bal-sea-2026-06-16::YES-2559948+NO-2560626,1.25-2.00,1.53,2026-06-16T22:37:52.066000Z,2026-06-16T22:36:44.265000Z,2026-06-17T01:40:00Z,mlb-bal-sea-2026-06-16,MLB,middle_or_snapshot_audit,False,375.62,10.0,1
mlb-bal-sea-2026-06-16::YES-2560625+NO-2560626,1.10-1.16,1.11,2026-06-16T22:37:52.075000Z,2026-06-16T22:36:44.265000Z,2026-06-17T01:40:00Z,mlb-bal-sea-2026-06-16,MLB,middle_or_snapshot_audit,False,441.0,10.0,1
mlb-bal-sea-2026-06-16::YES-2560628+NO-2556064,1.16-1.25,1.21,2026-06-16T22:37:52.110000Z,2026-06-16T22:36:44.540000Z,2026-06-17T01:40:00Z,mlb-bal-sea-2026-06-16,MLB,middle_or_snapshot_audit,False,7117.86,10.0,1
mlb-bal-sea-2026-06-16::YES-2560628+NO-2560624,1.05-1.10,1.0899999999999999,2026-06-16T22:37:52.110000Z,2026-06-16T22:36:44.540000Z,2026-06-17T01:40:00Z,mlb-bal-sea-2026-06-16,MLB,middle_or_snapshot_audit,False,5.0,10.0,1
mlb-bal-sea-2026-06-16::YES-2560628+NO-2560626,1.25-2.00,1.4,2026-06-16T22:37:52.110000Z,2026-06-16T22:36:44.540000Z,2026-06-17T01:40:00Z,mlb-bal-sea-2026-06-16,MLB,middle_or_snapshot_audit,False,441.0,10.0,1
mlb-bal-sea-2026-06-16::YES-2560619+NO-2559947,1.05-1.10,1.09,2026-06-16T22:37:52.131000Z,2026-06-16T22:36:44.989000Z,2026-06-17T01:40:00Z,mlb-bal-sea-2026-06-16,MLB,middle_or_snapshot_audit,False,137.0,10.0,1
mlb-bal-sea-2026-06-16::YES-2560619+NO-2560623,1.16-1.25,1.17,2026-06-16T22:37:52.414000Z,2026-06-16T22:36:43.618000Z,2026-06-17T01:40:00Z,mlb-bal-sea-2026-06-16,MLB,middle_or_snapshot_audit,False,1229.0,10.0,1
mlb-pit-oak-2026-06-16::YES-2560615+NO-2556049,1.16-1.25,1.24,2026-06-16T22:37:55.449000Z,2026-06-16T22:37:10.093000Z,2026-06-17T01:40:00Z,mlb-pit-oak-2026-06-16,MLB,middle_or_snapshot_audit,False,72.66,10.0,1
mlb-bal-sea-2026-06-16::YES-2560624+NO-2560626,1.25-2.00,1.31,2026-06-16T22:37:56.356000Z,2026-06-16T22:36:44.265000Z,2026-06-17T01:40:00Z,mlb-bal-sea-2026-06-16,MLB,middle_or_snapshot_audit,False,436.0,10.0,1
mlb-bal-sea-2026-06-16::YES-2559947+NO-2560623,1.05-1.10,1.09,2026-06-16T22:37:57.515000Z,2026-06-16T22:36:44.989000Z,2026-06-17T01:40:00Z,mlb-bal-sea-2026-06-16,MLB,middle_or_snapshot_audit,False,1025.0,10.0,1
mlb-mia-phi-2026-06-16::YES-2558789+NO-2558790,1.10-1.16,1.1199999999999999,2026-06-16T22:38:01.140000Z,2026-06-16T22:37:15.068000Z,2026-06-16T22:40:00Z,mlb-mia-phi-2026-06-16,MLB,middle_or_snapshot_audit,False,836.0,10.0,1
mlb-tor-bos-2026-06-16::YES-2558795+NO-2556323,1.25-2.00,1.42,2026-06-16T22:38:04.501000Z,2026-06-16T22:36:36.074000Z,2026-06-16T22:45:00Z,mlb-tor-bos-2026-06-16,MLB,middle_or_snapshot_audit,False,15.0,10.0,2
mlb-tor-bos-2026-06-16::YES-2556322+NO-2559936,1.25-2.00,1.27,2026-06-16T22:38:04.758000Z,2026-06-16T22:36:18.136000Z,2026-06-16T22:45:00Z,mlb-tor-bos-2026-06-16,MLB,middle_or_snapshot_audit,False,1252.63,10.0,1
mlb-tor-bos-2026-06-16::YES-2560604+NO-2559936,1.05-1.10,1.09,2026-06-16T22:38:04.758000Z,2026-06-16T22:36:18.136000Z,2026-06-16T22:45:00Z,mlb-tor-bos-2026-06-16,MLB,middle_or_snapshot_audit,False,1252.63,10.0,1
mlb-kc-wsh-2026-06-16::YES-2558804+NO-2558808,1.25-2.00,1.46,2026-06-16T22:38:21.714000Z,2026-06-16T22:36:22.569000Z,2026-06-16T22:45:00Z,mlb-kc-wsh-2026-06-16,MLB,middle_or_snapshot_audit,False,298.75,10.0,2
mlb-tor-bos-2026-06-16::YES-2558796+NO-2558797,1.05-1.10,1.0899999999999999,2026-06-16T22:38:23.618000Z,2026-06-16T22:35:39.349000Z,2026-06-16T22:45:00Z,mlb-tor-bos-2026-06-16,MLB,middle_or_snapshot_audit,False,217.84,10.0,1
mlb-tor-bos-2026-06-16::YES-2558795+NO-2558798,1.25-2.00,1.52,2026-06-16T22:38:23.872000Z,2026-06-16T22:36:13.127000Z,2026-06-16T22:45:00Z,mlb-tor-bos-2026-06-16,MLB,middle_or_snapshot_audit,False,15.0,10.0,2
fifwc-irq-nor-2026-06-16-more-markets::YES-2326660+NO-2326662,1.25-2.00,1.282,2026-06-16T22:38:26.926000Z,2026-06-16T22:35:51.553000Z,2026-06-16T22:00:00Z,fifwc-irq-nor-2026-06-16-more-markets,SOCCER,middle_or_snapshot_audit,False,62.0,10.0,2
fifwc-irq-nor-2026-06-16-more-markets::YES-2326660+NO-2497437,1.25-2.00,1.326,2026-06-16T22:38:26.926000Z,2026-06-16T22:36:22.591000Z,2026-06-16T22:00:00Z,fifwc-irq-nor-2026-06-16-more-markets,SOCCER,middle_or_snapshot_audit,False,1684.85,10.0,2
fifwc-irq-nor-2026-06-16-more-markets::YES-2326660+NO-2497438,1.25-2.00,1.339,2026-06-16T22:38:26.926000Z,2026-06-16T22:36:25.298000Z,2026-06-16T22:00:00Z,fifwc-irq-nor-2026-06-16-more-markets,SOCCER,middle_or_snapshot_audit,False,1684.85,10.0,2
fifwc-irq-nor-2026-06-16-more-markets::YES-2326660+NO-2497439,1.25-2.00,1.338,2026-06-16T22:38:26.926000Z,2026-06-16T22:35:51.553000Z,2026-06-16T22:00:00Z,fifwc-irq-nor-2026-06-16-more-markets,SOCCER,middle_or_snapshot_audit,False,622.72,10.0,2
fifwc-irq-nor-2026-06-16-more-markets::YES-2326661+NO-2497437,1.10-1.16,1.136,2026-06-16T22:38:29.614000Z,2026-06-16T22:36:20.982000Z,2026-06-16T22:00:00Z,fifwc-irq-nor-2026-06-16-more-markets,SOCCER,middle_or_snapshot_audit,False,10.0,13.34,2
fifwc-irq-nor-2026-06-16-more-markets::YES-2326661+NO-2497438,1.10-1.16,1.149,2026-06-16T22:38:29.614000Z,2026-06-16T22:36:25.298000Z,2026-06-16T22:00:00Z,fifwc-irq-nor-2026-06-16-more-markets,SOCCER,middle_or_snapshot_audit,False,10.0,13.34,2
fifwc-irq-nor-2026-06-16-more-markets::YES-2326661+NO-2497439,1.10-1.16,1.148,2026-06-16T22:38:29.614000Z,2026-06-16T22:36:20.783000Z,2026-06-16T22:00:00Z,fifwc-irq-nor-2026-06-16-more-markets,SOCCER,middle_or_snapshot_audit,False,10.0,13.34,2
mlb-mia-phi-2026-06-16::YES-2558788+NO-2558789,1.10-1.16,1.1,2026-06-16T22:38:31.132000Z,2026-06-16T22:35:06.665000Z,2026-06-16T22:40:00Z,mlb-mia-phi-2026-06-16,MLB,middle_or_snapshot_audit,False,360.02,10.0,1
mlb-mia-phi-2026-06-16::YES-2558782+NO-2558787,1.05-1.10,1.0899999999999999,2026-06-16T22:38:31.142000Z,2026-06-16T22:36:40.976000Z,2026-06-16T22:40:00Z,mlb-mia-phi-2026-06-16,MLB,middle_or_snapshot_audit,False,1006.21,10.0,1
mlb-kc-wsh-2026-06-16::YES-2558805+NO-2558806,1.10-1.16,1.1199999999999999,2026-06-16T22:38:37.076000Z,2026-06-16T22:36:44.390000Z,2026-06-16T22:45:00Z,mlb-kc-wsh-2026-06-16,MLB,middle_or_snapshot_audit,False,42.0,10.0,1
mlb-kc-wsh-2026-06-16::YES-2558805+NO-2558808,1.25-2.00,1.37,2026-06-16T22:38:37.076000Z,2026-06-16T22:35:49.151000Z,2026-06-16T22:45:00Z,mlb-kc-wsh-2026-06-16,MLB,middle_or_snapshot_audit,False,491.0,10.0,2
mlb-laa-ari-2026-06-16::YES-2560606+NO-2560609,1.25-2.00,1.3900000000000001,2026-06-16T22:38:44.409000Z,2026-06-16T22:36:03.698000Z,2026-06-17T01:40:00Z,mlb-laa-ari-2026-06-16,MLB,middle_or_snapshot_audit,False,25.0,10.0,2
mlb-tor-bos-2026-06-16::YES-2556322+NO-2560604,1.16-1.25,1.2000000000000002,2026-06-16T22:38:51.289000Z,2026-06-16T22:36:02.720000Z,2026-06-16T22:45:00Z,mlb-tor-bos-2026-06-16,MLB,middle_or_snapshot_audit,False,1000.0,10.0,1
mlb-tor-bos-2026-06-16::YES-2560603+NO-2560604,1.10-1.16,1.1,2026-06-16T22:38:51.289000Z,2026-06-16T22:36:02.720000Z,2026-06-16T22:45:00Z,mlb-tor-bos-2026-06-16,MLB,middle_or_snapshot_audit,False,1000.0,10.0,1
fifwc-irq-nor-2026-06-16-more-markets::YES-2481453+NO-2481454,1.25-2.00,1.263,2026-06-16T22:38:54.171000Z,2026-06-16T22:36:21.594000Z,2026-06-16T22:00:00Z,fifwc-irq-nor-2026-06-16-more-markets,SOCCER,middle_or_snapshot_audit,False,2000.0,10.0,1
mlb-kc-wsh-2026-06-16::YES-2558807+NO-2558808,1.05-1.10,1.07,2026-06-16T22:39:01.154000Z,2026-06-16T22:35:49.152000Z,2026-06-16T22:45:00Z,mlb-kc-wsh-2026-06-16,MLB,middle_or_snapshot_audit,False,5.0,10.0,2
fifwc-irq-nor-2026-06-16-more-markets::YES-2326659+NO-2326662,1.25-2.00,1.5539999999999998,2026-06-16T22:39:11.603000Z,2026-06-16T22:35:51.185000Z,2026-06-16T22:00:00Z,fifwc-irq-nor-2026-06-16-more-markets,SOCCER,middle_or_snapshot_audit,False,50.0,10.0,2
fifwc-irq-nor-2026-06-16-more-markets::YES-2326659+NO-2497437,1.25-2.00,1.597,2026-06-16T22:39:11.603000Z,2026-06-16T22:36:22.902000Z,2026-06-16T22:00:00Z,fifwc-irq-nor-2026-06-16-more-markets,SOCCER,middle_or_snapshot_audit,False,14.84,10.0,2
fifwc-irq-nor-2026-06-16-more-markets::YES-2326659+NO-2497438,1.25-2.00,1.609,2026-06-16T22:39:11.603000Z,2026-06-16T22:36:25.298000Z,2026-06-16T22:00:00Z,fifwc-irq-nor-2026-06-16-more-markets,SOCCER,middle_or_snapshot_audit,False,50.0,10.0,2
fifwc-irq-nor-2026-06-16-more-markets::YES-2326659+NO-2497439,1.25-2.00,1.608,2026-06-16T22:39:11.603000Z,2026-06-16T22:35:51.185000Z,2026-06-16T22:00:00Z,fifwc-irq-nor-2026-06-16-more-markets,SOCCER,middle_or_snapshot_audit,False,50.0,10.0,2
fifwc-irq-nor-2026-06-16-more-markets::YES-2482134+NO-2482136,1.25-2.00,1.315,2026-06-16T22:39:12.467000Z,2026-06-16T22:36:37.785000Z,2026-06-16T22:00:00Z,fifwc-irq-nor-2026-06-16-more-markets,SOCCER,middle_or_snapshot_audit,False,10.0,10.0,2
fifwc-irq-nor-2026-06-16-more-markets::YES-2326658+NO-2326661,1.25-2.00,1.7,2026-06-16T22:39:24.531000Z,2026-06-16T22:34:58.564000Z,2026-06-16T22:00:00Z,fifwc-irq-nor-2026-06-16-more-markets,SOCCER,middle_or_snapshot_audit,False,5.0,10.0,1
fifwc-irq-nor-2026-06-16-more-markets::YES-2326658+NO-2326659,1.10-1.16,1.13,2026-06-16T22:39:24.584000Z,2026-06-16T22:34:58.921000Z,2026-06-16T22:00:00Z,fifwc-irq-nor-2026-06-16-more-markets,SOCCER,middle_or_snapshot_audit,False,5.0,13.34,1
fifwc-irq-nor-2026-06-16-more-markets::YES-2326658+NO-2497437,1.25-2.00,1.81,2026-06-16T22:39:24.808000Z,2026-06-16T22:36:20.982000Z,2026-06-16T22:00:00Z,fifwc-irq-nor-2026-06-16-more-markets,SOCCER,middle_or_snapshot_audit,False,10.0,10.0,2
fifwc-irq-nor-2026-06-16-more-markets::YES-2326662+NO-2497437,<1.000,0.9989999999999999,2026-06-16T22:39:24.983000Z,2026-06-16T22:36:52.302000Z,2026-06-16T22:00:00Z,fifwc-irq-nor-2026-06-16-more-markets,SOCCER,middle_or_snapshot_audit,False,8.0,11.18,1
fifwc-irq-nor-2026-06-16-more-markets::YES-2326658+NO-2326660,1.25-2.00,1.4,2026-06-16T22:39:29.258000Z,2026-06-16T22:34:45.801000Z,2026-06-16T22:00:00Z,fifwc-irq-nor-2026-06-16-more-markets,SOCCER,middle_or_snapshot_audit,False,7.66,10.0,1
mlb-col-chc-2026-06-16::YES-2559554+NO-2559550,1.25-2.00,1.25,2026-06-16T22:39:31.359000Z,2026-06-16T22:35:17.573000Z,2026-06-17T00:05:00Z,mlb-col-chc-2026-06-16,MLB,middle_or_snapshot_audit,False,10.0,10.0,1
mlb-col-chc-2026-06-16::YES-2559554+NO-2559551,1.25-2.00,1.3399999999999999,2026-06-16T22:39:31.359000Z,2026-06-16T22:35:37.757000Z,2026-06-17T00:05:00Z,mlb-col-chc-2026-06-16,MLB,middle_or_snapshot_audit,False,10.0,10.0,1
mlb-pit-oak-2026-06-16::YES-2559943+NO-2559944,1.10-1.16,1.15,2026-06-16T22:39:39.584000Z,2026-06-16T22:37:10.105000Z,2026-06-17T01:40:00Z,mlb-pit-oak-2026-06-16,MLB,middle_or_snapshot_audit,False,186.21,10.0,1
mlb-kc-wsh-2026-06-16::YES-2558803+NO-2558802,1.05-1.10,1.09,2026-06-16T22:39:42.957000Z,2026-06-16T22:35:31.242000Z,2026-06-16T22:45:00Z,mlb-kc-wsh-2026-06-16,MLB,middle_or_snapshot_audit,False,48.0,10.54,1
mlb-mia-phi-2026-06-16::YES-2558791+NO-2558792,1.05-1.10,1.08,2026-06-16T22:40:03.926000Z,2026-06-16T22:36:28.860000Z,2026-06-16T22:40:00Z,mlb-mia-phi-2026-06-16,MLB,middle_or_snapshot_audit,False,16.36,10.0,2
mlb-nym-cin-2026-06-16::YES-2559078+NO-2559077,1.05-1.10,1.08,2026-06-16T22:40:07.306000Z,2026-06-16T22:37:32.825000Z,2026-06-16T23:10:00Z,mlb-nym-cin-2026-06-16,MLB,middle_or_snapshot_audit,False,1000.0,10.0,1
